instant,date,season,year,month,hours,holiday,one_week,category_day,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,total_count,status,time_category
11833,2012-05-13,Summer,2012,May,5,0,Sunday,Weekend,Clear,0.52,0.5,72.0,0.194,4,8,12,Rendah,Dini Hari
11834,2012-05-13,Summer,2012,May,6,0,Sunday,Weekend,Clear,0.52,0.5,68.0,0.1642,6,15,21,Rendah,Pagi
11835,2012-05-13,Summer,2012,May,7,0,Sunday,Weekend,Clear,0.52,0.5,68.0,0.1642,18,42,60,Rendah,Pagi
11836,2012-05-13,Summer,2012,May,8,0,Sunday,Weekend,Clear,0.56,0.5303,64.0,0.1642,32,124,156,Rendah,Pagi
11837,2012-05-13,Summer,2012,May,9,0,Sunday,Weekend,Clear,0.6,0.6212,56.00000000000001,0.1343,79,143,222,Tinggi,Pagi
11838,2012-05-13,Summer,2012,May,10,0,Sunday,Weekend,Clear,0.6,0.6061,60.0,0.2537,128,222,350,Tinggi,Pagi
11839,2012-05-13,Summer,2012,May,11,0,Sunday,Weekend,Clear,0.62,0.6212,56.99999999999999,0.2537,150,278,428,Tinggi,Pagi
11840,2012-05-13,Summer,2012,May,12,0,Sunday,Weekend,Clear,0.64,0.6212,56.99999999999999,0.2239,189,342,531,Tinggi,Siang
11841,2012-05-13,Summer,2012,May,13,0,Sunday,Weekend,Clear,0.68,0.6364,54.0,0.2537,255,347,602,Tinggi,Siang
11842,2012-05-13,Summer,2012,May,14,0,Sunday,Weekend,Clear,0.7,0.6515,48.0,0.1343,228,324,552,Tinggi,Siang
11843,2012-05-13,Summer,2012,May,15,0,Sunday,Weekend,Clear,0.72,0.6515,45.0,0.3582,190,309,499,Tinggi,Siang
11844,2012-05-13,Summer,2012,May,16,0,Sunday,Weekend,Clear,0.72,0.6515,42.0,0.2537,225,339,564,Tinggi,Siang
11845,2012-05-13,Summer,2012,May,17,0,Sunday,Weekend,Clear,0.7,0.6364,45.0,0.4179,191,287,478,Tinggi,Siang
11846,2012-05-13,Summer,2012,May,18,0,Sunday,Weekend,Misty,0.68,0.6364,44.0,0.3582,129,260,389,Tinggi,Malam
11847,2012-05-13,Summer,2012,May,19,0,Sunday,Weekend,Misty,0.66,0.6212,50.0,0.4179,107,232,339,Tinggi,Malam
11848,2012-05-13,Summer,2012,May,20,0,Sunday,Weekend,Misty,0.66,0.6212,50.0,0.2836,67,163,230,Tinggi,Malam
11849,2012-05-13,Summer,2012,May,21,0,Sunday,Weekend,Misty,0.64,0.6212,53.0,0.194,48,121,169,Rendah,Malam
11850,2012-05-13,Summer,2012,May,22,0,Sunday,Weekend,Misty,0.62,0.6061,61.0,0.1642,42,89,131,Rendah,Malam
11851,2012-05-13,Summer,2012,May,23,0,Sunday,Weekend,Misty,0.62,0.6212,56.99999999999999,0.2239,17,57,74,Rendah,Malam
11852,2012-05-14,Summer,2012,May,0,0,Monday,Weekday,Misty,0.6,0.6212,56.00000000000001,0.2537,21,14,35,Rendah,Dini Hari
11853,2012-05-14,Summer,2012,May,1,0,Monday,Weekday,Misty,0.6,0.6061,60.0,0.2836,5,6,11,Rendah,Dini Hari
11854,2012-05-14,Summer,2012,May,2,0,Monday,Weekday,Clear,0.6,0.6061,60.0,0.2985,1,1,2,Rendah,Dini Hari
11855,2012-05-14,Summer,2012,May,3,0,Monday,Weekday,Misty,0.58,0.5455,68.0,0.3284,0,2,2,Rendah,Dini Hari
11856,2012-05-14,Summer,2012,May,4,0,Monday,Weekday,Misty,0.54,0.5152,77.0,0.2239,3,3,6,Rendah,Dini Hari
11857,2012-05-14,Summer,2012,May,5,0,Monday,Weekday,Misty,0.54,0.5152,77.0,0.1642,1,25,26,Rendah,Dini Hari
11858,2012-05-14,Summer,2012,May,6,0,Monday,Weekday,Light_rainsnow,0.52,0.5,94.0,0.2985,3,62,65,Rendah,Pagi
11859,2012-05-14,Summer,2012,May,7,0,Monday,Weekday,Light_rainsnow,0.52,0.5,94.0,0.194,3,72,75,Rendah,Pagi
11860,2012-05-14,Summer,2012,May,8,0,Monday,Weekday,Light_rainsnow,0.54,0.5152,88.0,0.2239,1,155,156,Rendah,Pagi
11861,2012-05-14,Summer,2012,May,9,0,Monday,Weekday,Light_rainsnow,0.54,0.5152,88.0,0.2836,5,105,110,Rendah,Pagi
11862,2012-05-14,Summer,2012,May,10,0,Monday,Weekday,Light_rainsnow,0.54,0.5152,88.0,0.2537,6,53,59,Rendah,Pagi
11863,2012-05-14,Summer,2012,May,11,0,Monday,Weekday,Misty,0.56,0.5303,83.0,0.2239,12,67,79,Rendah,Pagi
11864,2012-05-14,Summer,2012,May,12,0,Monday,Weekday,Misty,0.56,0.5303,88.0,0.2836,53,132,185,Rendah,Siang
11865,2012-05-14,Summer,2012,May,13,0,Monday,Weekday,Misty,0.62,0.5909,73.0,0.2239,33,143,176,Rendah,Siang
11866,2012-05-14,Summer,2012,May,14,0,Monday,Weekday,Misty,0.62,0.5909,73.0,0.2537,43,128,171,Rendah,Siang
11867,2012-05-14,Summer,2012,May,15,0,Monday,Weekday,Misty,0.62,0.5909,73.0,0.1642,40,156,196,Tinggi,Siang
11868,2012-05-14,Summer,2012,May,16,0,Monday,Weekday,Light_rainsnow,0.62,0.6061,69.0,0.2836,20,91,111,Rendah,Siang
11869,2012-05-14,Summer,2012,May,17,0,Monday,Weekday,Light_rainsnow,0.56,0.5303,88.0,0.2537,25,204,229,Tinggi,Siang
11870,2012-05-14,Summer,2012,May,18,0,Monday,Weekday,Misty,0.58,0.5455,83.0,0.0,17,283,300,Tinggi,Malam
11871,2012-05-14,Summer,2012,May,19,0,Monday,Weekday,Light_rainsnow,0.58,0.5455,88.0,0.1343,10,294,304,Tinggi,Malam
11872,2012-05-14,Summer,2012,May,20,0,Monday,Weekday,Misty,0.58,0.5455,88.0,0.194,11,178,189,Rendah,Malam
11873,2012-05-14,Summer,2012,May,21,0,Monday,Weekday,Misty,0.58,0.5455,83.0,0.0896,7,145,152,Rendah,Malam
11874,2012-05-14,Summer,2012,May,22,0,Monday,Weekday,Misty,0.58,0.5455,78.0,0.0896,11,118,129,Rendah,Malam
11875,2012-05-14,Summer,2012,May,23,0,Monday,Weekday,Misty,0.58,0.5455,78.0,0.1045,11,64,75,Rendah,Malam
11876,2012-05-15,Summer,2012,May,0,0,Tuesday,Weekday,Misty,0.56,0.5303,88.0,0.1343,7,25,32,Rendah,Dini Hari
11877,2012-05-15,Summer,2012,May,1,0,Tuesday,Weekday,Light_rainsnow,0.56,0.5303,88.0,0.1343,5,14,19,Rendah,Dini Hari
11878,2012-05-15,Summer,2012,May,2,0,Tuesday,Weekday,Misty,0.56,0.5303,88.0,0.1343,1,3,4,Rendah,Dini Hari
11879,2012-05-15,Summer,2012,May,3,0,Tuesday,Weekday,Light_rainsnow,0.58,0.5455,83.0,0.1343,1,5,6,Rendah,Dini Hari
11880,2012-05-15,Summer,2012,May,4,0,Tuesday,Weekday,Light_rainsnow,0.56,0.5303,94.0,0.0,1,4,5,Rendah,Dini Hari
11881,2012-05-15,Summer,2012,May,5,0,Tuesday,Weekday,Light_rainsnow,0.56,0.5303,94.0,0.2239,0,8,8,Rendah,Dini Hari
11882,2012-05-15,Summer,2012,May,6,0,Tuesday,Weekday,Light_rainsnow,0.56,0.5303,94.0,0.2239,2,22,24,Rendah,Pagi
11883,2012-05-15,Summer,2012,May,7,0,Tuesday,Weekday,Light_rainsnow,0.56,0.5303,94.0,0.1343,1,91,92,Rendah,Pagi
11884,2012-05-15,Summer,2012,May,8,0,Tuesday,Weekday,Misty,0.58,0.5455,88.0,0.0896,8,401,409,Tinggi,Pagi
11885,2012-05-15,Summer,2012,May,9,0,Tuesday,Weekday,Misty,0.58,0.5455,88.0,0.0896,28,327,355,Tinggi,Pagi
11886,2012-05-15,Summer,2012,May,10,0,Tuesday,Weekday,Clear,0.62,0.5909,78.0,0.1045,27,144,171,Rendah,Pagi
11887,2012-05-15,Summer,2012,May,11,0,Tuesday,Weekday,Clear,0.64,0.5909,78.0,0.194,38,186,224,Tinggi,Pagi
11888,2012-05-15,Summer,2012,May,12,0,Tuesday,Weekday,Clear,0.64,0.6061,73.0,0.194,44,220,264,Tinggi,Siang
11889,2012-05-15,Summer,2012,May,13,0,Tuesday,Weekday,Light_rainsnow,0.64,0.6061,73.0,0.194,35,204,239,Tinggi,Siang
11890,2012-05-15,Summer,2012,May,14,0,Tuesday,Weekday,Misty,0.64,0.6061,73.0,0.194,39,145,184,Rendah,Siang
11891,2012-05-15,Summer,2012,May,15,0,Tuesday,Weekday,Misty,0.7,0.6515,61.0,0.0896,51,205,256,Tinggi,Siang
11892,2012-05-15,Summer,2012,May,16,0,Tuesday,Weekday,Clear,0.68,0.6364,65.0,0.1642,74,300,374,Tinggi,Siang
11893,2012-05-15,Summer,2012,May,17,0,Tuesday,Weekday,Clear,0.68,0.6364,65.0,0.1045,75,603,678,Tinggi,Siang
11894,2012-05-15,Summer,2012,May,18,0,Tuesday,Weekday,Clear,0.7,0.6515,61.0,0.0896,68,665,733,Tinggi,Malam
11895,2012-05-15,Summer,2012,May,19,0,Tuesday,Weekday,Clear,0.66,0.6212,69.0,0.1642,57,455,512,Tinggi,Malam
11896,2012-05-15,Summer,2012,May,20,0,Tuesday,Weekday,Light_rainsnow,0.64,0.6061,73.0,0.1343,30,233,263,Tinggi,Malam
11897,2012-05-15,Summer,2012,May,21,0,Tuesday,Weekday,Light_rainsnow,0.64,0.6061,73.0,0.2836,11,98,109,Rendah,Malam
11898,2012-05-15,Summer,2012,May,22,0,Tuesday,Weekday,Clear,0.58,0.5455,78.0,0.2239,9,74,83,Rendah,Malam
11899,2012-05-15,Summer,2012,May,23,0,Tuesday,Weekday,Light_rainsnow,0.56,0.5303,88.0,0.1045,13,58,71,Rendah,Malam
11900,2012-05-16,Summer,2012,May,0,0,Wednesday,Weekday,Misty,0.58,0.5455,88.0,0.0,12,27,39,Rendah,Dini Hari
11901,2012-05-16,Summer,2012,May,1,0,Wednesday,Weekday,Misty,0.58,0.5455,88.0,0.1343,7,14,21,Rendah,Dini Hari
11902,2012-05-16,Summer,2012,May,2,0,Wednesday,Weekday,Clear,0.56,0.5303,94.0,0.194,5,14,19,Rendah,Dini Hari
11903,2012-05-16,Summer,2012,May,3,0,Wednesday,Weekday,Clear,0.56,0.5303,88.0,0.1045,1,5,6,Rendah,Dini Hari
11904,2012-05-16,Summer,2012,May,4,0,Wednesday,Weekday,Clear,0.54,0.5152,94.0,0.1343,1,3,4,Rendah,Dini Hari
11905,2012-05-16,Summer,2012,May,5,0,Wednesday,Weekday,Clear,0.54,0.5152,94.0,0.1045,4,34,38,Rendah,Dini Hari
11906,2012-05-16,Summer,2012,May,6,0,Wednesday,Weekday,Clear,0.54,0.5152,94.0,0.0896,8,150,158,Rendah,Pagi
11907,2012-05-16,Summer,2012,May,7,0,Wednesday,Weekday,Clear,0.56,0.5303,83.0,0.0,14,426,440,Tinggi,Pagi
11908,2012-05-16,Summer,2012,May,8,0,Wednesday,Weekday,Clear,0.58,0.5455,83.0,0.0,33,617,650,Tinggi,Pagi
11909,2012-05-16,Summer,2012,May,9,0,Wednesday,Weekday,Misty,0.6,0.5758,78.0,0.1343,33,314,347,Tinggi,Pagi
11910,2012-05-16,Summer,2012,May,10,0,Wednesday,Weekday,Clear,0.66,0.6212,61.0,0.0,43,149,192,Tinggi,Pagi
11911,2012-05-16,Summer,2012,May,11,0,Wednesday,Weekday,Clear,0.7,0.6515,54.0,0.1343,55,212,267,Tinggi,Pagi
11912,2012-05-16,Summer,2012,May,12,0,Wednesday,Weekday,Clear,0.7,0.6515,54.0,0.194,59,271,330,Tinggi,Siang
11913,2012-05-16,Summer,2012,May,13,0,Wednesday,Weekday,Clear,0.72,0.6515,42.0,0.0,77,273,350,Tinggi,Siang
11914,2012-05-16,Summer,2012,May,14,0,Wednesday,Weekday,Clear,0.72,0.6515,42.0,0.0896,42,221,263,Tinggi,Siang
11915,2012-05-16,Summer,2012,May,15,0,Wednesday,Weekday,Misty,0.72,0.6667,48.0,0.1045,52,222,274,Tinggi,Siang
11916,2012-05-16,Summer,2012,May,16,0,Wednesday,Weekday,Clear,0.72,0.6515,45.0,0.1045,70,376,446,Tinggi,Siang
11917,2012-05-16,Summer,2012,May,17,0,Wednesday,Weekday,Clear,0.72,0.6667,51.0,0.194,104,769,873,Tinggi,Siang
11918,2012-05-16,Summer,2012,May,18,0,Wednesday,Weekday,Clear,0.72,0.6667,51.0,0.2239,97,749,846,Tinggi,Malam
11919,2012-05-16,Summer,2012,May,19,0,Wednesday,Weekday,Clear,0.7,0.6515,54.0,0.2836,91,499,590,Tinggi,Malam
11920,2012-05-16,Summer,2012,May,20,0,Wednesday,Weekday,Clear,0.66,0.6212,65.0,0.2537,61,398,459,Tinggi,Malam
11921,2012-05-16,Summer,2012,May,21,0,Wednesday,Weekday,Clear,0.64,0.6061,73.0,0.194,63,330,393,Tinggi,Malam
11922,2012-05-16,Summer,2012,May,22,0,Wednesday,Weekday,Clear,0.64,0.6061,73.0,0.1642,33,253,286,Tinggi,Malam
11923,2012-05-16,Summer,2012,May,23,0,Wednesday,Weekday,Clear,0.62,0.5909,78.0,0.1045,26,107,133,Rendah,Malam
11924,2012-05-17,Summer,2012,May,0,0,Thursday,Weekday,Clear,0.6,0.5758,78.0,0.1343,30,49,79,Rendah,Dini Hari
11925,2012-05-17,Summer,2012,May,1,0,Thursday,Weekday,Clear,0.6,0.5606,83.0,0.1642,12,16,28,Rendah,Dini Hari
11926,2012-05-17,Summer,2012,May,2,0,Thursday,Weekday,Clear,0.6,0.5758,78.0,0.1642,8,8,16,Rendah,Dini Hari
11927,2012-05-17,Summer,2012,May,3,0,Thursday,Weekday,Clear,0.6,0.5909,73.0,0.2537,0,3,3,Rendah,Dini Hari
11928,2012-05-17,Summer,2012,May,4,0,Thursday,Weekday,Clear,0.6,0.6061,64.0,0.3284,3,13,16,Rendah,Dini Hari
11929,2012-05-17,Summer,2012,May,5,0,Thursday,Weekday,Clear,0.56,0.5303,68.0,0.3284,1,34,35,Rendah,Dini Hari
11930,2012-05-17,Summer,2012,May,6,0,Thursday,Weekday,Clear,0.54,0.5152,73.0,0.3582,10,149,159,Rendah,Pagi
11931,2012-05-17,Summer,2012,May,7,0,Thursday,Weekday,Clear,0.54,0.5152,73.0,0.3881,25,449,474,Tinggi,Pagi
11932,2012-05-17,Summer,2012,May,8,0,Thursday,Weekday,Clear,0.52,0.5,55.00000000000001,0.4478,29,605,634,Tinggi,Pagi
11933,2012-05-17,Summer,2012,May,9,0,Thursday,Weekday,Clear,0.54,0.5152,52.0,0.4179,57,289,346,Tinggi,Pagi
11934,2012-05-17,Summer,2012,May,10,0,Thursday,Weekday,Clear,0.56,0.5303,52.0,0.2537,43,162,205,Tinggi,Pagi
11935,2012-05-17,Summer,2012,May,11,0,Thursday,Weekday,Clear,0.58,0.5455,49.0,0.2239,77,202,279,Tinggi,Pagi
11936,2012-05-17,Summer,2012,May,12,0,Thursday,Weekday,Clear,0.6,0.6212,43.0,0.194,72,276,348,Tinggi,Siang
11937,2012-05-17,Summer,2012,May,13,0,Thursday,Weekday,Clear,0.62,0.6212,41.0,0.194,86,241,327,Tinggi,Siang
11938,2012-05-17,Summer,2012,May,14,0,Thursday,Weekday,Clear,0.64,0.6212,38.0,0.194,68,202,270,Tinggi,Siang
11939,2012-05-17,Summer,2012,May,15,0,Thursday,Weekday,Clear,0.64,0.6212,36.0,0.2537,83,233,316,Tinggi,Siang
11940,2012-05-17,Summer,2012,May,16,0,Thursday,Weekday,Clear,0.66,0.6212,31.0,0.194,86,344,430,Tinggi,Siang
11941,2012-05-17,Summer,2012,May,17,0,Thursday,Weekday,Clear,0.66,0.6212,31.0,0.1343,133,719,852,Tinggi,Siang
11942,2012-05-17,Summer,2012,May,18,0,Thursday,Weekday,Clear,0.66,0.6212,27.0,0.1642,134,734,868,Tinggi,Malam
11943,2012-05-17,Summer,2012,May,19,0,Thursday,Weekday,Clear,0.64,0.6212,31.0,0.194,86,451,537,Tinggi,Malam
11944,2012-05-17,Summer,2012,May,20,0,Thursday,Weekday,Clear,0.6,0.6212,40.0,0.194,83,363,446,Tinggi,Malam
11945,2012-05-17,Summer,2012,May,21,0,Thursday,Weekday,Clear,0.58,0.5455,40.0,0.1045,45,254,299,Tinggi,Malam
11946,2012-05-17,Summer,2012,May,22,0,Thursday,Weekday,Clear,0.56,0.5303,43.0,0.0896,42,209,251,Tinggi,Malam
11947,2012-05-17,Summer,2012,May,23,0,Thursday,Weekday,Clear,0.54,0.5152,49.0,0.1343,29,137,166,Rendah,Malam
11948,2012-05-18,Summer,2012,May,0,0,Friday,Weekday,Clear,0.52,0.5,59.0,0.1045,13,57,70,Rendah,Dini Hari
11949,2012-05-18,Summer,2012,May,1,0,Friday,Weekday,Clear,0.5,0.4848,59.0,0.0896,16,33,49,Rendah,Dini Hari
11950,2012-05-18,Summer,2012,May,2,0,Friday,Weekday,Clear,0.48,0.4697,67.0,0.1343,12,9,21,Rendah,Dini Hari
11951,2012-05-18,Summer,2012,May,3,0,Friday,Weekday,Clear,0.46,0.4545,72.0,0.0896,6,8,14,Rendah,Dini Hari
11952,2012-05-18,Summer,2012,May,4,0,Friday,Weekday,Clear,0.46,0.4545,77.0,0.1642,0,11,11,Rendah,Dini Hari
11953,2012-05-18,Summer,2012,May,5,0,Friday,Weekday,Clear,0.46,0.4545,77.0,0.1045,1,33,34,Rendah,Dini Hari
11954,2012-05-18,Summer,2012,May,6,0,Friday,Weekday,Clear,0.44,0.4394,77.0,0.1343,14,168,182,Rendah,Pagi
11955,2012-05-18,Summer,2012,May,7,0,Friday,Weekday,Clear,0.46,0.4545,82.0,0.1045,40,475,515,Tinggi,Pagi
11956,2012-05-18,Summer,2012,May,8,0,Friday,Weekday,Clear,0.52,0.5,59.0,0.1343,49,696,745,Tinggi,Pagi
11957,2012-05-18,Summer,2012,May,9,0,Friday,Weekday,Clear,0.56,0.5303,56.00000000000001,0.1045,57,304,361,Tinggi,Pagi
11958,2012-05-18,Summer,2012,May,10,0,Friday,Weekday,Clear,0.6,0.6212,46.0,0.1343,74,181,255,Tinggi,Pagi
11959,2012-05-18,Summer,2012,May,11,0,Friday,Weekday,Clear,0.62,0.6212,43.0,0.0,109,225,334,Tinggi,Pagi
11960,2012-05-18,Summer,2012,May,12,0,Friday,Weekday,Clear,0.62,0.6212,41.0,0.194,108,252,360,Tinggi,Siang
11961,2012-05-18,Summer,2012,May,13,0,Friday,Weekday,Clear,0.64,0.6212,36.0,0.1642,98,297,395,Tinggi,Siang
11962,2012-05-18,Summer,2012,May,14,0,Friday,Weekday,Clear,0.66,0.6212,34.0,0.1343,108,242,350,Tinggi,Siang
11963,2012-05-18,Summer,2012,May,15,0,Friday,Weekday,Clear,0.66,0.6212,36.0,0.194,131,260,391,Tinggi,Siang
11964,2012-05-18,Summer,2012,May,16,0,Friday,Weekday,Clear,0.66,0.6212,34.0,0.2537,151,417,568,Tinggi,Siang
11965,2012-05-18,Summer,2012,May,17,0,Friday,Weekday,Clear,0.66,0.6212,34.0,0.1343,124,688,812,Tinggi,Siang
11966,2012-05-18,Summer,2012,May,18,0,Friday,Weekday,Clear,0.64,0.6212,38.0,0.2239,99,570,669,Tinggi,Malam
11967,2012-05-18,Summer,2012,May,19,0,Friday,Weekday,Clear,0.62,0.6212,41.0,0.194,91,392,483,Tinggi,Malam
11968,2012-05-18,Summer,2012,May,20,0,Friday,Weekday,Clear,0.62,0.6212,41.0,0.1642,73,264,337,Tinggi,Malam
11969,2012-05-18,Summer,2012,May,21,0,Friday,Weekday,Clear,0.6,0.6212,40.0,0.0,49,209,258,Tinggi,Malam
11970,2012-05-18,Summer,2012,May,22,0,Friday,Weekday,Clear,0.56,0.5303,52.0,0.3284,57,194,251,Tinggi,Malam
11971,2012-05-18,Summer,2012,May,23,0,Friday,Weekday,Clear,0.52,0.5,55.00000000000001,0.0,41,133,174,Rendah,Malam
11972,2012-05-19,Summer,2012,May,0,0,Saturday,Weekend,Clear,0.52,0.5,48.0,0.1045,30,118,148,Rendah,Dini Hari
11973,2012-05-19,Summer,2012,May,1,0,Saturday,Weekend,Clear,0.5,0.4848,48.0,0.0,20,84,104,Rendah,Dini Hari
11974,2012-05-19,Summer,2012,May,2,0,Saturday,Weekend,Clear,0.5,0.4848,51.0,0.1045,13,56,69,Rendah,Dini Hari
11975,2012-05-19,Summer,2012,May,3,0,Saturday,Weekend,Clear,0.5,0.4848,48.0,0.1045,10,23,33,Rendah,Dini Hari
11976,2012-05-19,Summer,2012,May,4,0,Saturday,Weekend,Clear,0.48,0.4697,59.0,0.0896,6,8,14,Rendah,Dini Hari
11977,2012-05-19,Summer,2012,May,5,0,Saturday,Weekend,Clear,0.46,0.4545,67.0,0.0,1,11,12,Rendah,Dini Hari
11978,2012-05-19,Summer,2012,May,6,0,Saturday,Weekend,Clear,0.44,0.4394,72.0,0.0896,12,38,50,Rendah,Pagi
11979,2012-05-19,Summer,2012,May,7,0,Saturday,Weekend,Clear,0.46,0.4545,67.0,0.1045,28,67,95,Rendah,Pagi
11980,2012-05-19,Summer,2012,May,8,0,Saturday,Weekend,Clear,0.52,0.5,52.0,0.1642,33,162,195,Tinggi,Pagi
11981,2012-05-19,Summer,2012,May,9,0,Saturday,Weekend,Clear,0.56,0.5303,43.0,0.1642,79,213,292,Tinggi,Pagi
11982,2012-05-19,Summer,2012,May,10,0,Saturday,Weekend,Clear,0.56,0.5303,43.0,0.0,177,275,452,Tinggi,Pagi
11983,2012-05-19,Summer,2012,May,11,0,Saturday,Weekend,Clear,0.62,0.6212,38.0,0.0896,235,351,586,Tinggi,Pagi
11984,2012-05-19,Summer,2012,May,12,0,Saturday,Weekend,Clear,0.66,0.6212,36.0,0.0,276,366,642,Tinggi,Siang
11985,2012-05-19,Summer,2012,May,13,0,Saturday,Weekend,Clear,0.7,0.6364,37.0,0.1343,332,372,704,Tinggi,Siang
11986,2012-05-19,Summer,2012,May,14,0,Saturday,Weekend,Clear,0.72,0.6515,30.0,0.0896,361,369,730,Tinggi,Siang
11987,2012-05-19,Summer,2012,May,15,0,Saturday,Weekend,Clear,0.72,0.6515,30.0,0.1045,356,316,672,Tinggi,Siang
11988,2012-05-19,Summer,2012,May,16,0,Saturday,Weekend,Clear,0.74,0.6515,30.0,0.1045,331,311,642,Tinggi,Siang
11989,2012-05-19,Summer,2012,May,17,0,Saturday,Weekend,Clear,0.74,0.6515,30.0,0.0896,279,347,626,Tinggi,Siang
11990,2012-05-19,Summer,2012,May,18,0,Saturday,Weekend,Clear,0.74,0.6515,33.0,0.0896,254,391,645,Tinggi,Malam
11991,2012-05-19,Summer,2012,May,19,0,Saturday,Weekend,Clear,0.7,0.6364,39.0,0.1343,203,229,432,Tinggi,Malam
11992,2012-05-19,Summer,2012,May,20,0,Saturday,Weekend,Clear,0.68,0.6364,41.0,0.0896,118,197,315,Tinggi,Malam
11993,2012-05-19,Summer,2012,May,21,0,Saturday,Weekend,Clear,0.64,0.6212,50.0,0.0,81,178,259,Tinggi,Malam
11994,2012-05-19,Summer,2012,May,22,0,Saturday,Weekend,Clear,0.64,0.6212,47.0,0.0,104,234,338,Tinggi,Malam
11995,2012-05-19,Summer,2012,May,23,0,Saturday,Weekend,Clear,0.6,0.6212,56.00000000000001,0.1642,71,168,239,Tinggi,Malam
11996,2012-05-20,Summer,2012,May,0,0,Sunday,Weekend,Clear,0.58,0.5455,53.0,0.1045,42,128,170,Rendah,Dini Hari
11997,2012-05-20,Summer,2012,May,1,0,Sunday,Weekend,Clear,0.56,0.5303,52.0,0.0,28,102,130,Rendah,Dini Hari
11998,2012-05-20,Summer,2012,May,2,0,Sunday,Weekend,Clear,0.56,0.5303,52.0,0.0,36,62,98,Rendah,Dini Hari
11999,2012-05-20,Summer,2012,May,3,0,Sunday,Weekend,Clear,0.54,0.5152,56.00000000000001,0.0896,26,40,66,Rendah,Dini Hari
12000,2012-05-20,Summer,2012,May,4,0,Sunday,Weekend,Clear,0.52,0.5,68.0,0.0896,2,14,16,Rendah,Dini Hari
12001,2012-05-20,Summer,2012,May,5,0,Sunday,Weekend,Clear,0.5,0.4848,72.0,0.1045,1,7,8,Rendah,Dini Hari
12002,2012-05-20,Summer,2012,May,6,0,Sunday,Weekend,Clear,0.5,0.4848,63.0,0.1343,4,21,25,Rendah,Pagi
12003,2012-05-20,Summer,2012,May,7,0,Sunday,Weekend,Clear,0.52,0.5,68.0,0.194,35,55,90,Rendah,Pagi
12004,2012-05-20,Summer,2012,May,8,0,Sunday,Weekend,Clear,0.56,0.5303,56.00000000000001,0.1642,51,120,171,Rendah,Pagi
12005,2012-05-20,Summer,2012,May,9,0,Sunday,Weekend,Clear,0.62,0.6212,32.0,0.2537,129,184,313,Tinggi,Pagi
12006,2012-05-20,Summer,2012,May,10,0,Sunday,Weekend,Clear,0.66,0.6212,34.0,0.2985,174,258,432,Tinggi,Pagi
12007,2012-05-20,Summer,2012,May,11,0,Sunday,Weekend,Clear,0.66,0.6212,36.0,0.3284,258,323,581,Tinggi,Pagi
12008,2012-05-20,Summer,2012,May,12,0,Sunday,Weekend,Clear,0.68,0.6364,36.0,0.3284,247,390,637,Tinggi,Siang
12009,2012-05-20,Summer,2012,May,13,0,Sunday,Weekend,Clear,0.7,0.6364,37.0,0.2836,244,363,607,Tinggi,Siang
12010,2012-05-20,Summer,2012,May,14,0,Sunday,Weekend,Clear,0.72,0.6515,39.0,0.3881,236,307,543,Tinggi,Siang
12011,2012-05-20,Summer,2012,May,15,0,Sunday,Weekend,Misty,0.7,0.6364,39.0,0.4179,246,256,502,Tinggi,Siang
12012,2012-05-20,Summer,2012,May,16,0,Sunday,Weekend,Clear,0.72,0.6515,42.0,0.3582,238,339,577,Tinggi,Siang
12013,2012-05-20,Summer,2012,May,17,0,Sunday,Weekend,Clear,0.72,0.6515,45.0,0.3284,209,340,549,Tinggi,Siang
12014,2012-05-20,Summer,2012,May,18,0,Sunday,Weekend,Clear,0.7,0.6515,51.0,0.3284,146,328,474,Tinggi,Malam
12015,2012-05-20,Summer,2012,May,19,0,Sunday,Weekend,Clear,0.66,0.6212,61.0,0.4179,142,260,402,Tinggi,Malam
12016,2012-05-20,Summer,2012,May,20,0,Sunday,Weekend,Clear,0.66,0.6212,61.0,0.4179,83,191,274,Tinggi,Malam
12017,2012-05-20,Summer,2012,May,21,0,Sunday,Weekend,Clear,0.64,0.6061,69.0,0.3881,51,182,233,Tinggi,Malam
12018,2012-05-20,Summer,2012,May,22,0,Sunday,Weekend,Clear,0.62,0.5909,73.0,0.3284,44,101,145,Rendah,Malam
12019,2012-05-20,Summer,2012,May,23,0,Sunday,Weekend,Light_rainsnow,0.6,0.5758,78.0,0.3582,32,54,86,Rendah,Malam
12020,2012-05-21,Summer,2012,May,0,0,Monday,Weekday,Light_rainsnow,0.58,0.5455,88.0,0.2985,12,28,40,Rendah,Dini Hari
12021,2012-05-21,Summer,2012,May,1,0,Monday,Weekday,Light_rainsnow,0.58,0.5455,88.0,0.3582,4,11,15,Rendah,Dini Hari
12022,2012-05-21,Summer,2012,May,2,0,Monday,Weekday,Light_rainsnow,0.56,0.5303,94.0,0.2537,2,9,11,Rendah,Dini Hari
12023,2012-05-21,Summer,2012,May,3,0,Monday,Weekday,Misty,0.56,0.5303,88.0,0.2985,0,2,2,Rendah,Dini Hari
12024,2012-05-21,Summer,2012,May,4,0,Monday,Weekday,Light_rainsnow,0.56,0.5303,88.0,0.2985,2,5,7,Rendah,Dini Hari
12025,2012-05-21,Summer,2012,May,5,0,Monday,Weekday,Light_rainsnow,0.56,0.5303,88.0,0.2985,1,14,15,Rendah,Dini Hari
